NZ_CP066064.1_1004,GCF_016127975.1,WP_231837636_1,173,1-173,173,cog.001705,cls.000153,0
NZ_CP066289.1_776,GCF_016403265.1,WP_232620158_1,195,1-195,195,cog.001705,cls.000153,0
NZ_LT906481.1_894,GCF_900187235.1,WP_231837636_1,173,1-173,173,cog.001705,cls.000153,0
NC_010545.1_1041,GCF_000069945.1,WP_012360308_1,458,1-458,458,cog.001706,cls.000210,0
NC_020230.1_1028,GCF_000338095.1,WP_012360308_1,458,1-458,458,cog.001706,cls.000210,0
NZ_CP065982.1_756,GCF_016127095.1,WP_012360308_1,458,1-458,458,cog.001706,cls.000210,0
NZ_CP066064.1_1421,GCF_016127975.1,WP_012360308_1,458,1-458,458,cog.001706,cls.000210,0
NZ_CP066289.1_1204,GCF_016403265.1,WP_012360308_1,458,1-458,458,cog.001706,cls.000210,0
NZ_LT906481.1_477,GCF_900187235.1,WP_012360308_1,458,1-458,458,cog.001706,cls.000210,0
NZ_CP065982.1_746,GCF_016127095.1,WP_232620305_1,520,1-520,520,cog.001707,cls.000291,0
NZ_CP066064.1_1431,GCF_016127975.1,WP_222863846_1,520,1-520,520,cog.001707,cls.000291,0
NZ_CP066289.1_1214,GCF_016403265.1,WP_236251489_1,506,1-506,506,cog.001707,cls.000291,0
NZ_CP063191.1_902,GCF_028609845.1,WP_273661392_1,560,1-560,560,cog.001707,cls.000291,0
NZ_CP136640.1_1042,GCF_032918165.1,WP_317208892_1,506,1-506,506,cog.001707,cls.000291,0
NZ_LT906481.1_467,GCF_900187235.1,WP_222863846_1,520,1-520,520,cog.001707,cls.000291,0
NC_010545.1_308,GCF_000069945.1,WP_012359572_1,151,1-151,151,cog.001708,cls.000458,0
NZ_CP065982.1_17,GCF_016127095.1,WP_198493337_1,151,1-151,151,cog.001708,cls.000458,0
NZ_CP066064.1_185,GCF_016127975.1,WP_012359572_1,151,1-151,151,cog.001708,cls.000458,0
NZ_CP066289.1_1939,GCF_016403265.1,WP_200973704_1,176,1-176,176,cog.001708,cls.000458,0
NZ_CP136640.1_276,GCF_032918165.1,WP_317209683_1,151,1-151,151,cog.001708,cls.000458,0
NZ_LT906481.1_1709,GCF_900187235.1,WP_012359572_1,151,1-151,151,cog.001708,cls.000458,0
NC_010545.1_16,GCF_000069945.1,WP_012359282_1,607,1-607,607,cog.001709,cls.000494,0
NC_020230.1_16,GCF_000338095.1,WP_015381054_1,607,1-607,607,cog.001709,cls.000494,0
NZ_CP065982.1_1826,GCF_016127095.1,WP_015381054_1,607,1-607,607,cog.001709,cls.000494,0
NZ_CP066064.1_477,GCF_016127975.1,WP_012359282_1,607,1-607,607,cog.001709,cls.000494,0
NZ_CP066289.1_264,GCF_016403265.1,WP_200973749_1,607,1-607,607,cog.001709,cls.000494,0
NZ_LT906481.1_1416,GCF_900187235.1,WP_012359282_1,607,1-607,607,cog.001709,cls.000494,0
NC_010545.1_1796,GCF_000069945.1,WP_262368278_1,89,1-89,89,cog.001710,cls.000547,0
NC_020230.1_1741,GCF_000338095.1,WP_269077722_1,89,1-89,89,cog.001710,cls.000547,0
NZ_CP066064.1_654,GCF_016127975.1,WP_262368278_1,89,1-89,89,cog.001710,cls.000547,0
NZ_CP066289.1_422,GCF_016403265.1,WP_256374466_1,90,1-90,90,cog.001710,cls.000547,0
NZ_CP136640.1_1832,GCF_032918165.1,WP_083317921_1,92,1-92,92,cog.001710,cls.000547,0
NZ_LT906481.1_1239,GCF_900187235.1,WP_262368278_1,89,1-89,89,cog.001710,cls.000547,0
NC_010545.1_1531,GCF_000069945.1,WP_012360809_1,286,1-286,286,cog.001711,cls.000593,0
NC_020230.1_1489,GCF_000338095.1,WP_012360809_1,286,1-286,286,cog.001711,cls.000593,0
NZ_CP065982.1_1238,GCF_016127095.1,WP_232620165_1,259,1-259,259,cog.001711,cls.000593,0
NZ_CP066064.1_918,GCF_016127975.1,WP_012360809_1,286,1-286,286,cog.001711,cls.000593,0
NZ_CP136640.1_1594,GCF_032918165.1,WP_011273097_1,286,1-286,286,cog.001711,cls.000593,0
NZ_LT906481.1_974,GCF_900187235.1,WP_012360809_1,286,1-286,286,cog.001711,cls.000593,0
NC_010545.1_622,GCF_000069945.1,WP_012359881_1,286,1-286,286,cog.001712,cls.000641,0
NC_020230.1_614,GCF_000338095.1,WP_012359881_1,286,1-286,286,cog.001712,cls.000641,0
NZ_CP065982.1_336,GCF_016127095.1,WP_012359881_1,286,1-286,286,cog.001712,cls.000641,0
NZ_CP066064.1_1843,GCF_016127975.1,WP_012359881_1,286,1-286,286,cog.001712,cls.000641,0
NZ_CP066289.1_1625,GCF_016403265.1,WP_012359881_1,286,1-286,286,cog.001712,cls.000641,0
NZ_LT906481.1_54,GCF_900187235.1,WP_012359881_1,286,1-286,286,cog.001712,cls.000641,0
NC_010545.1_1774,GCF_000069945.1,WP_012361064_1,342,1-342,342,cog.001713,cls.000661,0
NC_020230.1_1718,GCF_000338095.1,WP_012361064_1,342,1-342,342,cog.001713,cls.000661,0
NZ_CP065982.1_1472,GCF_016127095.1,WP_012361064_1,342,1-342,342,cog.001713,cls.000661,0
NZ_CP066064.1_676,GCF_016127975.1,WP_012361064_1,342,1-342,342,cog.001713,cls.000661,0
NZ_CP066289.1_445,GCF_016403265.1,WP_012361064_1,342,1-342,342,cog.001713,cls.000661,0
NZ_LT906481.1_1217,GCF_900187235.1,WP_012361064_1,342,1-342,342,cog.001713,cls.000661,0
NC_010545.1_1224,GCF_000069945.1,WP_148264196_1,158,1-158,158,cog.001714,cls.000686,0
NC_020230.1_1213,GCF_000338095.1,WP_144050806_1,158,1-158,158,cog.001714,cls.000686,0
NZ_CP065982.1_942,GCF_016127095.1,WP_144050806_1,158,1-158,158,cog.001714,cls.000686,0
NZ_CP066064.1_1237,GCF_016127975.1,WP_232623092_1,176,1-176,176,cog.001714,cls.000686,0
NZ_CP066289.1_1020,GCF_016403265.1,WP_200973599_1,158,1-158,158,cog.001714,cls.000686,0
NZ_LT906481.1_661,GCF_900187235.1,WP_148264196_1,158,1-158,158,cog.001714,cls.000686,0
NC_010545.1_1695,GCF_000069945.1,WP_041628524_1,402,1-402,402,cog.001715,cls.000727,0
NC_020230.1_1646,GCF_000338095.1,WP_015381940_1,500,1-500,500,cog.001715,cls.000727,0
NZ_CP065982.1_1397,GCF_016127095.1,WP_232620172_1,427,1-427,427,cog.001715,cls.000727,0
NZ_CP066064.1_755,GCF_016127975.1,WP_041628524_1,402,1-402,402,cog.001715,cls.000727,0
NZ_CP066289.1_522,GCF_016403265.1,WP_236251553_1,411,1-411,411,cog.001715,cls.000727,0
NZ_LT906481.1_1138,GCF_900187235.1,WP_041628524_1,402,1-402,402,cog.001715,cls.000727,0
NZ_CP065982.1_506,GCF_016127095.1,WP_198493340_1,297,1-297,297,cog.001716,cls.000756,0
NZ_CP066064.1_1675,GCF_016127975.1,WP_095075318_1,297,1-297,297,cog.001716,cls.000756,0
NZ_CP066289.1_1454,GCF_016403265.1,WP_198493340_1,297,1-297,297,cog.001716,cls.000756,0
NZ_CP063191.1_1159,GCF_028609845.1,WP_112769049_1,292,1-292,292,cog.001716,cls.000756,0
NZ_CP136640.1_805,GCF_032918165.1,WP_148813360_1,293,1-293,293,cog.001716,cls.000756,0
NZ_LT906481.1_223,GCF_900187235.1,WP_095075318_1,297,1-297,297,cog.001716,cls.000756,0
NC_010545.1_1500,GCF_000069945.1,WP_005297378_1,391,1-391,391,cog.001717,cls.000811,0
NC_020230.1_1458,GCF_000338095.1,WP_005297378_1,391,1-391,391,cog.001717,cls.000811,0
NZ_CP065982.1_1192,GCF_016127095.1,WP_005297378_1,391,1-391,391,cog.001717,cls.000811,0
NZ_CP066064.1_961,GCF_016127975.1,WP_005297378_1,391,1-391,391,cog.001717,cls.000811,0
NZ_CP066289.1_731,GCF_016403265.1,WP_005297378_1,391,1-391,391,cog.001717,cls.000811,0
NZ_LT906481.1_938,GCF_900187235.1,WP_005297378_1,391,1-391,391,cog.001717,cls.000811,0
NC_010545.1_517,GCF_000069945.1,WP_012359774_1,129,1-129,129,cog.001718,cls.000821,0
NC_020230.1_500,GCF_000338095.1,WP_015381357_1,129,1-129,129,cog.001718,cls.000821,0
NZ_CP065982.1_219,GCF_016127095.1,WP_015381357_1,129,1-129,129,cog.001718,cls.000821,0
NZ_CP066064.1_1948,GCF_016127975.1,WP_012359774_1,129,1-129,129,cog.001718,cls.000821,0
NZ_CP066289.1_1730,GCF_016403265.1,WP_200973652_1,129,1-129,129,cog.001718,cls.000821,0
NZ_LT906481.1_1920,GCF_900187235.1,WP_012359774_1,129,1-129,129,cog.001718,cls.000821,0
NC_010545.1_19,GCF_000069945.1,WP_012359285_1,190,1-190,190,cog.001719,cls.000826,0
NC_020230.1_19,GCF_000338095.1,WP_015381056_1,190,1-190,190,cog.001719,cls.000826,0
NZ_CP065982.1_1829,GCF_016127095.1,WP_015381056_1,190,1-190,190,cog.001719,cls.000826,0
NZ_CP066064.1_474,GCF_016127975.1,WP_012359285_1,190,1-190,190,cog.001719,cls.000826,0
NZ_CP066289.1_260,GCF_016403265.1,WP_021353195_1,190,1-190,190,cog.001719,cls.000826,0
NZ_LT906481.1_1419,GCF_900187235.1,WP_012359285_1,190,1-190,190,cog.001719,cls.000826,0
NC_010545.1_193,GCF_000069945.1,WP_012359459_1,217,1-217,217,cog.001720,cls.000852,0
NC_020230.1_199,GCF_000338095.1,WP_015381158_1,217,1-217,217,cog.001720,cls.000852,0
NZ_CP065982.1_1619,GCF_016127095.1,WP_015381158_1,217,1-217,217,cog.001720,cls.000852,0
NZ_CP066064.1_301,GCF_016127975.1,WP_012359459_1,217,1-217,217,cog.001720,cls.000852,0
NZ_CP066289.1_85,GCF_016403265.1,WP_200973733_1,217,1-217,217,cog.001720,cls.000852,0
NZ_LT906481.1_1593,GCF_900187235.1,WP_012359459_1,217,1-217,217,cog.001720,cls.000852,0
NC_010545.1_290,GCF_000069945.1,WP_012359553_1,853,1-853,853,cog.001721,cls.000858,0
NC_020230.1_279,GCF_000338095.1,WP_015381215_1,853,1-853,853,cog.001721,cls.000858,0
NZ_CP065982.1_1934,GCF_016127095.1,WP_015381215_1,853,1-853,853,cog.001721,cls.000858,0
NZ_CP066064.1_202,GCF_016127975.1,WP_012359553_1,853,1-853,853,cog.001721,cls.000858,0
NZ_CP066289.1_1957,GCF_016403265.1,WP_200973711_1,853,1-853,853,cog.001721,cls.000858,0
NZ_LT906481.1_1692,GCF_900187235.1,WP_012359553_1,853,1-853,853,cog.001721,cls.000858,0
NC_010545.1_363,GCF_000069945.1,WP_012359618_1,441,1-441,441,cog.001722,cls.000884,0
NZ_CP066064.1_130,GCF_016127975.1,WP_012359618_1,441,1-441,441,cog.001722,cls.000884,0
NZ_CP066289.1_1887,GCF_016403265.1,WP_012359618_1,441,1-441,441,cog.001722,cls.000884,0
NZ_CP063191.1_1668,GCF_028609845.1,WP_112769119_1,393,1-393,393,cog.001722,cls.000884,0
NZ_CP136640.1_327,GCF_032918165.1,WP_317209717_1,456,1-456,456,cog.001722,cls.000884,0
NZ_LT906481.1_1764,GCF_900187235.1,WP_012359618_1,441,1-441,441,cog.001722,cls.000884,0
NC_010545.1_1885,GCF_000069945.1,WP_231837673_1,206,1-206,206,cog.001723,cls.000901,0
NC_020230.1_1820,GCF_000338095.1,WP_232620205_1,206,1-206,206,cog.001723,cls.000901,0
NZ_CP065982.1_1735,GCF_016127095.1,WP_232620205_1,206,1-206,206,cog.001723,cls.000901,0
NZ_CP066064.1_569,GCF_016127975.1,WP_231837673_1,206,1-206,206,cog.001723,cls.000901,0
NZ_CP066289.1_349,GCF_016403265.1,WP_236251544_1,206,1-206,206,cog.001723,cls.000901,0
NZ_LT906481.1_1324,GCF_900187235.1,WP_231837673_1,206,1-206,206,cog.001723,cls.000901,0
NC_010545.1_144,GCF_000069945.1,WP_012359411_1,1058,1-1058,1058,cog.001724,cls.001000,0
NC_020230.1_151,GCF_000338095.1,WP_015381128_1,1058,1-1058,1058,cog.001724,cls.001000,0
NZ_CP065982.1_1668,GCF_016127095.1,WP_015381128_1,1058,1-1058,1058,cog.001724,cls.001000,0
NZ_CP066064.1_349,GCF_016127975.1,WP_012359411_1,1058,1-1058,1058,cog.001724,cls.001000,0
NZ_CP066289.1_133,GCF_016403265.1,WP_200973738_1,1058,1-1058,1058,cog.001724,cls.001000,0
NZ_LT906481.1_1545,GCF_900187235.1,WP_012359411_1,1058,1-1058,1058,cog.001724,cls.001000,0
NC_010545.1_12,GCF_000069945.1,WP_081477605_1,387,1-387,387,cog.001725,cls.001012,0
NC_020230.1_12,GCF_000338095.1,WP_081601237_1,387,1-387,387,cog.001725,cls.001012,0
NZ_CP065982.1_1822,GCF_016127095.1,WP_081601237_1,387,1-387,387,cog.001725,cls.001012,0
NZ_CP066064.1_481,GCF_016127975.1,WP_041628434_1,340,1-340,340,cog.001725,cls.001012,0
NZ_CP066289.1_268,GCF_016403265.1,WP_081601237_1,387,1-387,387,cog.001725,cls.001012,0
NZ_LT906481.1_1412,GCF_900187235.1,WP_081477605_1,387,1-387,387,cog.001725,cls.001012,0
NC_010545.1_1854,GCF_000069945.1,WP_231837670_1,114,1-114,114,cog.001726,cls.001083,0
NC_020230.1_1791,GCF_000338095.1,WP_232620187_1,114,1-114,114,cog.001726,cls.001083,0
NZ_CP065982.1_1545,GCF_016127095.1,WP_232620187_1,114,1-114,114,cog.001726,cls.001083,0
NZ_CP066064.1_598,GCF_016127975.1,WP_231837670_1,114,1-114,114,cog.001726,cls.001083,0
NZ_CP066289.1_372,GCF_016403265.1,WP_236251547_1,117,1-117,117,cog.001726,cls.001083,0
NZ_LT906481.1_1295,GCF_900187235.1,WP_231837670_1,114,1-114,114,cog.001726,cls.001083,0
NC_010545.1_1706,GCF_000069945.1,WP_015381947_1,69,1-69,69,cog.001727,cls.001172,0
NZ_CP066064.1_744,GCF_016127975.1,WP_015381947_1,69,1-69,69,cog.001727,cls.001172,0
NZ_CP066289.1_511,GCF_016403265.1,WP_015381947_1,69,1-69,69,cog.001727,cls.001172,0
NZ_CP063191.1_247,GCF_028609845.1,WP_112769298_1,70,1-70,70,cog.001727,cls.001172,0
NZ_CP136640.1_1747,GCF_032918165.1,WP_317209346_1,69,1-69,69,cog.001727,cls.001172,0
NZ_LT906481.1_1149,GCF_900187235.1,WP_015381947_1,69,1-69,69,cog.001727,cls.001172,0
NC_010545.1_310,GCF_000069945.1,WP_231837714_1,265,1-265,265,cog.001728,cls.001203,0
NC_020230.1_300,GCF_000338095.1,WP_232620245_1,265,1-265,265,cog.001728,cls.001203,0
NZ_CP065982.1_19,GCF_016127095.1,WP_232620245_1,265,1-265,265,cog.001728,cls.001203,0
NZ_CP066064.1_183,GCF_016127975.1,WP_231837714_1,265,1-265,265,cog.001728,cls.001203,0
NZ_CP136640.1_278,GCF_032918165.1,WP_317209685_1,265,1-265,265,cog.001728,cls.001203,0
NZ_LT906481.1_1711,GCF_900187235.1,WP_231837714_1,265,1-265,265,cog.001728,cls.001203,0
NC_010545.1_147,GCF_000069945.1,WP_012359413_1,528,1-528,528,cog.001729,cls.001247,0
NC_020230.1_153,GCF_000338095.1,WP_015381130_1,530,1-530,530,cog.001729,cls.001247,0
NZ_CP065982.1_1666,GCF_016127095.1,WP_015381130_1,530,1-530,530,cog.001729,cls.001247,0
NZ_CP066064.1_347,GCF_016127975.1,WP_012359413_1,528,1-528,528,cog.001729,cls.001247,0
NZ_CP066289.1_131,GCF_016403265.1,WP_012359413_1,528,1-528,528,cog.001729,cls.001247,0
NZ_LT906481.1_1547,GCF_900187235.1,WP_012359413_1,528,1-528,528,cog.001729,cls.001247,0
NC_010545.1_194,GCF_000069945.1,WP_012359460_1,392,1-392,392,cog.001730,cls.001265,0
NC_020230.1_200,GCF_000338095.1,WP_232620191_1,373,1-373,373,cog.001730,cls.001265,0
NZ_CP065982.1_1618,GCF_016127095.1,WP_232620191_1,373,1-373,373,cog.001730,cls.001265,0
NZ_CP066064.1_300,GCF_016127975.1,WP_012359460_1,392,1-392,392,cog.001730,cls.001265,0
NZ_CP066289.1_84,GCF_016403265.1,WP_200973732_1,392,1-392,392,cog.001730,cls.001265,0
NZ_LT906481.1_1594,GCF_900187235.1,WP_012359460_1,392,1-392,392,cog.001730,cls.001265,0
NC_010545.1_1871,GCF_000069945.1,WP_012361160_1,198,1-198,198,cog.001731,cls.001293,0
NC_020230.1_1806,GCF_000338095.1,WP_015382068_1,198,1-198,198,cog.001731,cls.001293,0
NZ_CP065982.1_1721,GCF_016127095.1,WP_015382068_1,198,1-198,198,cog.001731,cls.001293,0
NZ_CP066064.1_583,GCF_016127975.1,WP_012361160_1,198,1-198,198,cog.001731,cls.001293,0
NZ_CP066289.1_363,GCF_016403265.1,WP_200973776_1,198,1-198,198,cog.001731,cls.001293,0
NZ_LT906481.1_1310,GCF_900187235.1,WP_012361160_1,198,1-198,198,cog.001731,cls.001293,0
NC_010545.1_1410,GCF_000069945.1,WP_012360687_1,265,1-265,265,cog.001732,cls.001314,0
NZ_CP066064.1_1051,GCF_016127975.1,WP_012360687_1,265,1-265,265,cog.001732,cls.001314,0
NZ_CP066289.1_824,GCF_016403265.1,WP_200973887_1,265,1-265,265,cog.001732,cls.001314,0
NZ_CP063191.1_555,GCF_028609845.1,WP_112769956_1,219,1-219,219,cog.001732,cls.001314,0
NZ_CP063192.1_1,GCF_028609845.1,WP_112769956_1,219,1-219,219,cog.001732,cls.001314,0
NZ_LT906481.1_847,GCF_900187235.1,WP_012360687_1,265,1-265,265,cog.001732,cls.001314,0
NC_010545.1_289,GCF_000069945.1,WP_012359552_1,391,1-391,391,cog.001733,cls.001318,0
NC_020230.1_278,GCF_000338095.1,WP_015381214_1,391,1-391,391,cog.001733,cls.001318,0
NZ_CP065982.1_1933,GCF_016127095.1,WP_015381214_1,391,1-391,391,cog.001733,cls.001318,0
NZ_CP066064.1_203,GCF_016127975.1,WP_012359552_1,391,1-391,391,cog.001733,cls.001318,0
NZ_CP066289.1_1958,GCF_016403265.1,WP_200973712_1,391,1-391,391,cog.001733,cls.001318,0
NZ_LT906481.1_1691,GCF_900187235.1,WP_012359552_1,391,1-391,391,cog.001733,cls.001318,0
NC_010545.1_338,GCF_000069945.1,WP_012359593_1,417,1-417,417,cog.001734,cls.001326,0
NC_020230.1_314,GCF_000338095.1,WP_015381239_1,410,1-410,410,cog.001734,cls.001326,0
NZ_CP065982.1_33,GCF_016127095.1,WP_015381239_1,410,1-410,410,cog.001734,cls.001326,0
NZ_CP066064.1_155,GCF_016127975.1,WP_012359593_1,417,1-417,417,cog.001734,cls.001326,0
NZ_CP136640.1_302,GCF_032918165.1,WP_317209697_1,441,1-441,441,cog.001734,cls.001326,0
NZ_LT906481.1_1739,GCF_900187235.1,WP_012359593_1,417,1-417,417,cog.001734,cls.001326,0
NC_010545.1_309,GCF_000069945.1,WP_012359573_1,289,1-289,289,cog.001735,cls.001336,0
NC_020230.1_299,GCF_000338095.1,WP_015381232_1,313,1-313,313,cog.001735,cls.001336,0
NZ_CP065982.1_18,GCF_016127095.1,WP_015381232_1,313,1-313,313,cog.001735,cls.001336,0
NZ_CP066064.1_184,GCF_016127975.1,WP_012359573_1,289,1-289,289,cog.001735,cls.001336,0
NZ_CP136640.1_277,GCF_032918165.1,WP_317209684_1,291,1-291,291,cog.001735,cls.001336,0
NZ_LT906481.1_1710,GCF_900187235.1,WP_012359573_1,289,1-289,289,cog.001735,cls.001336,0
NC_010545.1_1685,GCF_000069945.1,WP_231837793_1,164,1-164,164,cog.001736,cls.001360,0
NC_020230.1_1636,GCF_000338095.1,WP_232620336_1,164,1-164,164,cog.001736,cls.001360,0
NZ_CP065982.1_1387,GCF_016127095.1,WP_232620336_1,164,1-164,164,cog.001736,cls.001360,0
NZ_CP066064.1_765,GCF_016127975.1,WP_231837793_1,164,1-164,164,cog.001736,cls.001360,0
NZ_CP066289.1_532,GCF_016403265.1,WP_236251579_1,141,1-141,141,cog.001736,cls.001360,0
NZ_LT906481.1_1128,GCF_900187235.1,WP_231837793_1,164,1-164,164,cog.001736,cls.001360,0
NC_010545.1_115,GCF_000069945.1,WP_012359382_1,51,1-51,51,cog.001737,cls.001390,0
NC_020230.1_123,GCF_000338095.1,WP_012359382_1,51,1-51,51,cog.001737,cls.001390,0
NZ_CP066064.1_378,GCF_016127975.1,WP_012359382_1,51,1-51,51,cog.001737,cls.001390,0
NZ_CP063191.1_1908,GCF_028609845.1,WP_181645882_1,50,1-50,50,cog.001737,cls.001390,0
NZ_CP136640.1_101,GCF_032918165.1,WP_168167034_1,51,1-51,51,cog.001737,cls.001390,0
NZ_LT906481.1_1516,GCF_900187235.1,WP_012359382_1,51,1-51,51,cog.001737,cls.001390,0
NC_010545.1_1745,GCF_000069945.1,WP_012361030_1,876,1-876,876,cog.001738,cls.001399,0
NC_020230.1_1360,GCF_000338095.1,WP_015381815_1,862,1-862,862,cog.001738,cls.001399,0
NZ_CP065982.1_1092,GCF_016127095.1,WP_015381815_1,862,1-862,862,cog.001738,cls.001399,0
NZ_CP066064.1_705,GCF_016127975.1,WP_012361030_1,876,1-876,876,cog.001738,cls.001399,0
NZ_CP136640.1_1786,GCF_032918165.1,WP_012361030_1,876,1-876,876,cog.001738,cls.001399,0
NZ_LT906481.1_1188,GCF_900187235.1,WP_012361030_1,876,1-876,876,cog.001738,cls.001399,0
NC_010545.1_941,GCF_000069945.1,WP_012360205_1,362,1-362,362,cog.001739,cls.001418,0
NC_020230.1_928,GCF_000338095.1,WP_015381612_1,362,1-362,362,cog.001739,cls.001418,0
NZ_CP065982.1_655,GCF_016127095.1,WP_015381612_1,362,1-362,362,cog.001739,cls.001418,0
NZ_CP066064.1_1523,GCF_016127975.1,WP_012360205_1,362,1-362,362,cog.001739,cls.001418,0
NZ_CP066289.1_1305,GCF_016403265.1,WP_015381612_1,362,1-362,362,cog.001739,cls.001418,0
NZ_LT906481.1_375,GCF_900187235.1,WP_012360205_1,362,1-362,362,cog.001739,cls.001418,0
NC_020230.1_1348,GCF_000338095.1,WP_081601246_1,136,1-136,136,cog.001740,cls.001422,0
NZ_CP065982.1_1080,GCF_016127095.1,WP_081601246_1,136,1-136,136,cog.001740,cls.001422,0
NZ_CP066064.1_1101,GCF_016127975.1,WP_081601246_1,136,1-136,136,cog.001740,cls.001422,0
NZ_CP066289.1_876,GCF_016403265.1,WP_081601246_1,136,1-136,136,cog.001740,cls.001422,0
NZ_CP136640.1_1439,GCF_032918165.1,WP_148812369_1,136,1-136,136,cog.001740,cls.001422,0
NZ_LT906481.1_796,GCF_900187235.1,WP_081601246_1,136,1-136,136,cog.001740,cls.001422,0
NC_010545.1_631,GCF_000069945.1,WP_012359890_1,146,1-146,146,cog.001741,cls.001429,0
NC_020230.1_623,GCF_000338095.1,WP_012359890_1,146,1-146,146,cog.001741,cls.001429,0
NZ_CP066064.1_1834,GCF_016127975.1,WP_012359890_1,146,1-146,146,cog.001741,cls.001429,0
NZ_CP066289.1_1616,GCF_016403265.1,WP_012359890_1,146,1-146,146,cog.001741,cls.001429,0
NZ_CP136640.1_646,GCF_032918165.1,WP_070757479_1,146,1-146,146,cog.001741,cls.001429,0
NZ_LT906481.1_63,GCF_900187235.1,WP_012359890_1,146,1-146,146,cog.001741,cls.001429,0
NZ_CP065982.1_1227,GCF_016127095.1,WP_269779752_1,99,1-99,99,cog.001742,cls.001445,0
NZ_CP065982.1_1232,GCF_016127095.1,WP_269779752_1,99,1-99,99,cog.001742,cls.001445,0
NZ_CP066064.1_920,GCF_016127975.1,WP_269779752_1,99,1-99,99,cog.001742,cls.001445,0
NZ_CP066064.1_926,GCF_016127975.1,WP_269779752_1,99,1-99,99,cog.001742,cls.001445,0
NZ_CP066289.1_689,GCF_016403265.1,WP_268908749_1,106,1-106,106,cog.001742,cls.001445,0
NZ_CP066289.1_694,GCF_016403265.1,WP_268908749_1,106,1-106,106,cog.001742,cls.001445,0
NC_010545.1_1597,GCF_000069945.1,WP_268908752_1,238,1-238,238,cog.001743,cls.001446,0
NC_020230.1_1552,GCF_000338095.1,WP_268908752_1,238,1-238,238,cog.001743,cls.001446,0
NZ_CP065982.1_1301,GCF_016127095.1,WP_268908752_1,238,1-238,238,cog.001743,cls.001446,0
NZ_CP066064.1_852,GCF_016127975.1,WP_012360877_1,235,1-235,235,cog.001743,cls.001446,0
NZ_CP066289.1_619,GCF_016403265.1,WP_268908752_1,238,1-238,238,cog.001743,cls.001446,0
NZ_LT906481.1_1040,GCF_900187235.1,WP_268908752_1,238,1-238,238,cog.001743,cls.001446,0
NC_010545.1_870,GCF_000069945.1,WP_231837760_1,51,1-51,51,cog.001744,cls.001481,0
NC_020230.1_859,GCF_000338095.1,WP_232620298_1,51,1-51,51,cog.001744,cls.001481,0
NZ_CP065982.1_584,GCF_016127095.1,WP_232620298_1,51,1-51,51,cog.001744,cls.001481,0
NZ_CP066064.1_1594,GCF_016127975.1,WP_231837760_1,51,1-51,51,cog.001744,cls.001481,0
NZ_CP066289.1_1376,GCF_016403265.1,WP_232620298_1,51,1-51,51,cog.001744,cls.001481,0
NZ_LT906481.1_304,GCF_900187235.1,WP_231837760_1,51,1-51,51,cog.001744,cls.001481,0
NC_010545.1_1595,GCF_000069945.1,WP_231837647_1,72,1-72,72,cog.001745,cls.001490,0
NC_020230.1_1550,GCF_000338095.1,WP_231837647_1,72,1-72,72,cog.001745,cls.001490,0
NZ_CP065982.1_1299,GCF_016127095.1,WP_231837647_1,72,1-72,72,cog.001745,cls.001490,0
NZ_CP066064.1_854,GCF_016127975.1,WP_231837647_1,72,1-72,72,cog.001745,cls.001490,0
NZ_CP066289.1_621,GCF_016403265.1,WP_236251560_1,72,1-72,72,cog.001745,cls.001490,0
NZ_LT906481.1_1038,GCF_900187235.1,WP_231837647_1,72,1-72,72,cog.001745,cls.001490,0
NC_010545.1_619,GCF_000069945.1,WP_262368077_1,43,1-43,43,cog.001746,cls.001504,0
NC_020230.1_612,GCF_000338095.1,WP_262368077_1,43,1-43,43,cog.001746,cls.001504,0
NZ_CP065982.1_332,GCF_016127095.1,WP_262368077_1,43,1-43,43,cog.001746,cls.001504,0
NZ_CP066064.1_1846,GCF_016127975.1,WP_262368077_1,43,1-43,43,cog.001746,cls.001504,0
NZ_CP066289.1_1628,GCF_016403265.1,WP_268908742_1,43,1-43,43,cog.001746,cls.001504,0
NZ_LT906481.1_51,GCF_900187235.1,WP_262368077_1,43,1-43,43,cog.001746,cls.001504,0
NC_010545.1_15,GCF_000069945.1,WP_269446314_1,43,1-43,43,cog.001747,cls.001508,0
NC_020230.1_15,GCF_000338095.1,WP_232620228_1,47,1-47,47,cog.001747,cls.001508,0
NZ_CP065982.1_1825,GCF_016127095.1,WP_232620228_1,47,1-47,47,cog.001747,cls.001508,0
NZ_CP066064.1_478,GCF_016127975.1,WP_269446314_1,43,1-43,43,cog.001747,cls.001508,0
NZ_CP066289.1_265,GCF_016403265.1,WP_232620228_1,47,1-47,47,cog.001747,cls.001508,0
NZ_LT906481.1_1415,GCF_900187235.1,WP_269446314_1,43,1-43,43,cog.001747,cls.001508,0
NC_010545.1_623,GCF_000069945.1,WP_210384135_1,96,1-96,96,cog.001748,cls.001519,0
NC_020230.1_615,GCF_000338095.1,WP_210384135_1,96,1-96,96,cog.001748,cls.001519,0
NZ_CP065982.1_337,GCF_016127095.1,WP_210384135_1,96,1-96,96,cog.001748,cls.001519,0
NZ_CP066064.1_1842,GCF_016127975.1,WP_012359882_1,104,1-104,104,cog.001748,cls.001519,0
NZ_CP066289.1_1624,GCF_016403265.1,WP_210384135_1,96,1-96,96,cog.001748,cls.001519,0
